System ID,Operator,Limitation,Route Name,Mobility,Infrastructure Type Fine,Technology Release,Date,Transfer Throughput [kbit/s],HTTP RTT First [ms],Connection Initiation Status,LTE PCC PDSCH Throughput [kbit/s],Carrier Aggregation PCC Usage [%] DL,Carrier Aggregation SCC1 Usage [%] DL,Transfer Status,Average Used Bandwidth DL,Maximum Available Bandwidth DL,E2E spectral efficiency DL,NR Carrier Aggregation SC Usage [%],NR Carrier Aggregation 2CA Usage [%],NR Carrier Aggregation 3CA Usage [%],NR PCell DL Throughput [kbit/s],Client IP Address,Server IP Address,Transfer Duration [s],Provisioning Tracelist,LTE PCC RSRP Min,LTE PCC RSRP Avg,LTE PCC RSRP Max,LTE PCC RSRQ Min,LTE PCC RSRQ Avg,LTE PCC RSRQ Max,LTE Tx Power Min,LTE Tx Power Avg,LTE Tx Power Max,LTE PCC SINR Min,LTE PCC SINR Avg,LTE PCC SINR Max,LTE PCC SINR Std,LTE PCC PDSCH RB Min,LTE PCC PDSCH RB Avg,LTE PCC PDSCH RB Max,LTE PCC PDSCH RB Std,LTE PCC PDSCH RBMax Max,LTE PCC DL QPSK Rate Avg,LTE PCC DL 16QAM Rate Avg,LTE PCC DL 64QAM Rate Avg,LTE PCC DL 256QAM Rate Avg,NR PCell PDSCH BLER Avg,NR PCell PDSCH BLER Max,NR PCell PDSCH BLER Min,NR PCell PDSCH Scheduled Throughput Avg [Mbit/s],NR PCell PDSCH Scheduled Throughput Max [Mbit/s],NR PCell PDSCH Scheduled Throughput Min [Mbit/s],NR PCell PDSCH Average Throughput [Mbit/s],NR PCell SSB Serving Beam RSRP Avg,NR PCell SSB Serving Beam RSRP Min,NR PCell SSB Serving Beam RSRP Max,NR PCell SSB Serving Beam RSRQ Avg,NR PCell SSB Serving Beam RSRQ Min,NR PCell SSB Serving Beam RSRQ Max,NR PCell SSB Serving Beam SINR Avg,NR PCell SSB Serving Beam SINR Min,NR PCell SSB Serving Beam SINR Max,NR PCell DL QPSK Rate Avg,NR PCell DL 16QAM Rate Avg,NR PCell DL 64QAM Rate Avg,NR PCell DL 256QAM Rate Avg
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,165289.2561983471,27.0,SUCCESS,53342.016,49.38,47.73,SUCCESS,93.08036,96.85715,1775.7694125629407,72.31,0.0,0,71614.06,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.4839999999999999,tracelist_d20b2892fd5b99a4,-82.38,-81.68,-81.38,-15.12,-13.2825,-11.88,3.0,11.912821,18.0,17.1,18.2,19.3,1.0999994,59.666668,89.02930999999998,97.666664,10.223879,100,0.86580086,0.0,99.1342,0.0,21.044598,100.0,0,250.26142,467.216,1.104,71.61406,-103.94333,-104.27,-103.52,-11.88,-12.08,-11.71,4.363,2.28,6.94,27.67857,40.476192,31.84524,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,275862.0689655172,23.0,SUCCESS,38911.836,41.03,23.1,SUCCESS,101.954895,96.85715,2705.72657610522,68.97,0.0,0,189354.38,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.2899999999999999,tracelist_d20b2892fd5b99a4,-80.88,-80.88,-80.88,-8.56,-8.185,-7.81,0.0,0.04464286,0.3125,0.0,0.0,0.0,0.0,80.22221999999998,92.71807,97.333336,6.3056955,100,4.2372885,0.0,95.76271,0.0,11.748778,100.0,0,538.3605,1032.624,0.912,189.35438,-94.274994,-94.38,-94.17,-10.525,-10.55,-10.5,16.977142,14.58,18.92,2.5531914,20.851063,50.6383,25.957447
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,134907.2512647555,22.0,SUCCESS,57631.84,75.89,0.0,SUCCESS,40.56795,40.0,3325.463851753797,84.32,0.0,0,59357.92,client_ip_5f95bb385e852070,server_ip_36831ab38b617f02,0.5929999999999999,tracelist_4ab74ec2e00f4edb,-99.44,-98.9225,-98.44,-16.56,-14.265,-12.25,8.0,9.693567,12.0,5.4,7.7333336,9.1,2.0305994,49.0,87.20505,95.666664,10.783451,100,0.114285715,0.0,99.88571,0.0,1.4983959,47.758183,0,82.62733999999999,108.552,0.64,59.35792,-109.3825,-109.71,-108.91,-13.2075,-13.25,-13.13,1.8713334,1.12,2.79,0.2309468799999999,19.16859,80.600464,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE,45404,234604.1055718475,26.0,SUCCESS,70404.72,64.22,0.0,SUCCESS,108.12093,86.85715,2169.830629202389,73.31,0.0,0,149106.39,client_ip_5f95bb385e852070,server_ip_36831ab38b617f02,0.341,tracelist_4ab74ec2e00f4edb,-86.38,-84.385,-82.25,-14.5,-11.87625,-9.75,8.428572,11.758851,14.9,20.2,22.24,24.8,1.920416,59.933334,88.97392,95.652176,11.299176,100,0.0,0.0,6.521739,93.478264,10.473359,100.0,0,313.85975,483.44,79.872,149.10639,-105.43,-106.25,-104.61,-10.87,-10.88,-10.86,11.542778,6.44,16.82,0.0,51.79063,47.6584,0.5509642
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,218579.2349726776,26.0,SUCCESS,14587.979,65.57,61.75,SUCCESS,120.51558,106.85715,1813.701058175861,68.31,0.0,0,157642.02,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.3659999999999999,tracelist_4ab74ec2e00f4edb,-108.5,-107.79,-106.81,-16.75,-16.02,-15.0,14.588235,16.340788,18.571428,-1.7,0.4499999299999999,2.6,3.040559,54.18182,92.92937,99.5,10.147246,100,63.61323,36.38677,0.0,0.0,10.113245,100.0,0,372.23856,557.552,167.952,157.64202,-103.9,-104.32,-103.48,-10.66,-10.67,-10.65,14.42875,8.73,18.79,0.0,3.7681158,96.23188,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE,45404,273972.602739726,24.0,SUCCESS,13706.329,21.23,0.0,SUCCESS,96.08611,106.85715,2851.323700581968,17.12,68.49,0,211223.83,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.2919999999999999,tracelist_4ab74ec2e00f4edb,-97.94,-97.87666,-97.81,-11.94,-11.543333,-11.31,7.55,9.044877,9.733334,0.0,0.0,0.0,0.0,59.217392,79.17184399999998,97.42857,19.162079,100,3.3333335,1.6666667,95.0,0.0,8.285043,79.7744,0,670.40606,1032.624,3.6,211.22383,-92.79,-93.91,-91.67,-10.3,-10.3,-10.3,27.784666,25.89,30.07,1.980198,1.980198,19.801981,76.23762499999998
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,196078.431372549,23.0,SUCCESS,54351.59,60.54,60.29,SUCCESS,86.53846,60.0,2265.795247252482,73.53,0.0,0,87310.625,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.4079999999999999,tracelist_4ab74ec2e00f4edb,-82.12,-81.496666,-81.12,-12.19,-11.376667,-10.88,8.5,11.393849,13.5,22.0,22.5,23.0,0.70710677,90.0,95.32857,99.0,2.3655694,100,0.4184100299999999,0.0,99.58159,0.0,2.0645967,52.283863,0,153.54628,184.424,1.288,87.310625,-89.03499999999998,-89.87,-88.2,-10.625,-10.68,-10.57,15.2955,11.86,20.85,0.84388185,0.0,10.548523,88.6076
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,179372.197309417,23.0,SUCCESS,56147.05,82.74,82.06,SUCCESS,58.295963,60.0,3076.923136331362,100.0,0.0,0,56961.83,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.446,tracelist_4ab74ec2e00f4edb,-96.69,-95.826004,-94.75,-15.88,-14.0,-10.81,8.285714,8.715357,9.533334,11.1,12.533334,14.3,1.625833,89.333336,94.43872,98.666664,2.509793,100,6.6011233,23.033709,70.365166,0.0,1.1068282,30.65806,0,70.569375,104.496,0.504,56.96183,-98.51666,-98.94,-98.09,-11.466666,-11.62,-11.3,6.9077272,3.44,10.01,0.5494506,15.934067,83.51649,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,147601.4760147601,27.0,SUCCESS,40636.65,69.37,69.37,SUCCESS,61.08597,60.0,2416.290942335206,83.03,0.0,0,58051.367,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.542,tracelist_4ab74ec2e00f4edb,-93.06,-92.625,-91.94,-10.62,-10.143333,-9.81,10.571428,12.203464,15.0,12.2,15.25,18.3,4.313351,73.28570999999998,94.01563,99.0,4.687119,100,0.5449591,27.520435,71.9346,0.0,5.339709,100.0,0,90.67389,118.896,0.504,58.051367,-94.94666,-95.95,-94.43,-10.993334,-11.08,-10.93,9.818519,5.93,13.35,0.2739726,4.931507,94.24658,0.5479452
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE 2CA,45404,184331.7972350231,26.0,SUCCESS,4571.2812,28.34,21.89,SUCCESS,115.99658,116.85715,1589.11406900982,23.04,69.12,0,143746.78,client_ip_5f95bb385e852070,server_ip_36831ab38b617f02,0.434,tracelist_4ab74ec2e00f4edb,-95.12,-93.76714,-92.56,-16.25,-15.457143,-13.94,10.5,12.375,17.0,2.3,2.8,3.1,0.4358899,80.44444,86.3073,94.666664,5.1422954,100,5.357143,1.7857144,92.85714,0.0,33.214138,100.0,0,681.8154000000001,1901.968,0.544,143.74678,-85.486664,-85.77,-85.28,-10.463333,-10.49,-10.43,19.227,13.37,25.41,1.8050542,12.635379,53.79061,31.768953
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,259740.2597402597,17.0,SUCCESS,14611.584,46.75,41.56,SUCCESS,139.69781,96.85715,1859.300870502263,96.9,0.0,0,138271.4,client_ip_5f95bb385e852070,server_ip_36831ab38b617f02,0.308,tracelist_4ab74ec2e00f4edb,-91.44,-89.47,-87.81,-15.25,-13.26,-12.12,5.888889,8.519006,12.263158,9.4,11.333333,12.3,1.6743162,66.833336,87.948685,97.333336,9.068867,100,3.2,0.0,96.8,0.0,5.1422343,75.00203999999998,0,413.47178,786.544,1.104,138.2714,-91.34,-91.98,-90.7,-10.385,-10.4,-10.37,22.245625,14.97,26.16,27.188938,23.502304,26.728111,22.580645
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,115273.7752161383,26.0,SUCCESS,13806.386,54.47,46.11,SUCCESS,93.371765,96.85715,1234.567807689384,93.66,0.0,0,98004.84,client_ip_5f95bb385e852070,server_ip_5271ca882e2322f3,0.694,tracelist_4ab74ec2e00f4edb,-97.94,-93.425,-87.69,-11.75,-9.743,-8.25,15.0,19.10754,22.0,4.6,6.516667,8.6,1.4524693,36.42105,87.93315,100.0,12.720778,100,3.3426185,38.440113,58.21727,0.0,10.395011,100.0,0,192.40555,327.952,1.104,98.00484,-112.6925,-113.34,-112.1,-13.0875,-13.16,-12.99,2.9365714,-1.36,6.07,8.527132,88.11369,3.3591733,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,88202.86659316428,32.0,SUCCESS,24884.736,79.05,77.95,SUCCESS,52.04461,50.0,1694.7550686452307,93.72,0.0,0,58038.402,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.907,tracelist_d20b2892fd5b99a4,-96.38,-95.43786,-94.31,-12.31,-10.916429,-9.31,9.0,10.767094,14.6,5.5,8.38,9.9,1.8539147,12.0,70.62065,88.0,12.030092,100,2.94586,46.73567,50.318474,0.0,12.541009,100.0,0,78.45130999999998,108.552,0.504,58.038402,-102.52333,-102.98,-102.03,-11.755,-11.96,-11.66,7.5771737,3.63,11.72,0.2604167,15.234375,84.5052,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,74836.29560336763,22.0,SUCCESS,20925.05,77.36,81.2,SUCCESS,61.919506,60.0,1208.606147525913,93.55,0.0,0,33151.133,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,1.069,tracelist_d20b2892fd5b99a4,-105.69,-103.12455,-95.94,-11.12,-10.367272,-9.0,16.0,21.108109,22.0,6.3,7.7,9.4,1.5383973,15.5,75.443306,100.0,22.319254,100,13.93643,86.06357,0.0,0.0,10.864772,100.0,0,50.990734,71.688,0.504,33.151133,-106.325714,-108.59,-104.28,-13.111428,-13.94,-12.27,3.9650943,-0.17,6.7,0.25094104,96.86324,2.6348808,0.25094104
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,185185.1851851852,20.0,SUCCESS,45669.465,60.88,60.65,SUCCESS,84.33735,70.0,2195.767180083144,81.02,0.0,0,67010.74,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.432,tracelist_d20b2892fd5b99a4,-92.44,-90.52334,-89.19,-11.31,-11.206667,-11.06,10.166667,13.650159,15.285714,14.3,14.3,14.3,0.0,55.2,91.14115,97.5,8.197817,100,3.1434186,0.9823183,95.87426,0.0,8.657346,100.0,0,124.24309,143.4,0.808,67.01074,-95.025,-95.98,-94.07,-10.75,-10.8,-10.7,13.749047,6.75,17.84,0.7782101,0.38910505,95.33074,3.5019453
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,158730.1587301587,17.0,SUCCESS,3014.7144,20.04,12.9,SUCCESS,88.15192999999998,106.85715,1800.643034476486,99.12,0.0,0,149638.86,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.504,tracelist_d20b2892fd5b99a4,-97.62,-96.84167,-95.31,-16.62,-15.301667,-13.88,15.5,19.845678,21.0,-3.8,0.4500000499999999,4.9,4.1605287,47.555557,79.748604,95.2,13.764759,100,100.0,0.0,0.0,0.0,13.2504015,100.0,0,571.3484,951.168,0.912,149.63886,-91.96667,-93.05,-91.11,-10.51,-10.52,-10.49,19.26,14.92,22.14,7.0234113,8.361204,39.46488,45.1505
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE,45404,227272.7272727273,25.0,SUCCESS,28640.477,36.93,0.0,SUCCESS,74.02598,86.85715,3070.175190827967,71.02,0.0,0,167938.11,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.3519999999999999,tracelist_d20b2892fd5b99a4,-88.75,-88.42874999999998,-87.75,-14.38,-12.9225,-12.25,-2.642857,-1.7568994,-0.5714286,9.4,10.783333,12.0,1.0048218,5.0,74.24128,96.17391,32.93627,100,1.9455252,8.1712055,89.88326999999998,0.0,9.845321,100.0,0,496.75812,1000.272,3.472,167.93811,-93.479996,-93.51,-93.45,-10.405,-10.41,-10.4,19.645555,18.65,20.54,2.6717556,22.519083,38.549618,36.25954
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE,45404,175824.1758241758,17.0,SUCCESS,6939.411,22.64,0.0,SUCCESS,109.13481,106.85715,1611.0732755586953,32.97,54.95,0,143663.19,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.455,tracelist_d20b2892fd5b99a4,-87.81,-86.438,-85.44,-13.69,-8.705999999999998,-6.75,9.0,13.392918,15.0,6.3,9.866667,12.5,2.450034,72.26316,89.57012,94.608696,9.693177,100,17.5,53.500004,29.0,0.0,9.500698000000002,100.0,0,565.9459,901.968,1.104,143.66319,-87.57,-88.59,-86.84,-10.49,-10.51,-10.48,20.406666,16.44,25.14,1.9379845,0.0,55.03876,43.023254
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,LTE 3CA,45404,37558.68544600938,26.0,SUCCESS,10534.261,62.63,62.02,SUCCESS,41.45078,40.0,906.1032252230088,0.0,0.0,0,0.0,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,2.13,tracelist_d20b2892fd5b99a4,-104.25,-100.0065,-98.06,-13.69,-12.2074995,-10.38,10.444445,11.994931,15.333333,0.3,3.7875,6.2,1.8442478,1.0,65.77052,98.28571,28.715448,100,18.031746,81.968254,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,196560.1965601965,15.0,SUCCESS,12219.911,40.54,24.32,SUCCESS,169.35818,116.85715,1160.618262195523,61.43,0.0,0,132870.39,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.4069999999999999,tracelist_d20b2892fd5b99a4,-94.19,-93.87667,-93.69,-14.56,-14.29,-14.06,9.384615,10.150182,11.363636,0.0,0.0,0.0,0.0,38.5,79.86392999999998,95.0,17.532341,100,11.842106,75.65788999999998,12.5,0.0,13.197926,100.0,0,464.19097,1049.28,1.104,132.87039,-92.833336,-93.43,-92.42,-10.5633335,-10.59,-10.53,14.932777,11.31,18.37,1.1320755,0.3773584999999999,90.9434,7.5471697
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE,45404,198019.801980198,21.0,SUCCESS,3890.0593,15.59,0.0,SUCCESS,114.28572,106.85715,1732.673180693074,24.75,61.88,0,145401.84,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.404,tracelist_4ab74ec2e00f4edb,-92.81,-86.69625,-84.69,-12.94,-11.8375,-10.69,-2.8,0.8380201499999999,2.8,7.4,10.6,13.0,2.105944,83.91303999999998,89.16848,97.21739,7.0784235,100,25.80645,6.4516125,67.741936,0.0,9.350207,100.0,0,562.1277,835.952,1.104,145.40184,-84.619995,-84.71,-84.56,-11.023334,-11.08,-10.95,15.646842,12.16,19.67,6.437768,24.46352,69.09871,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 3CA,45404,253164.5569620253,18.0,SUCCESS,27344.912,36.71,31.33,SUCCESS,129.89418,106.85715,1949.006159952858,79.11,0.0,0,180222.12,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.316,tracelist_4ab74ec2e00f4edb,-70.62,-70.12666,-69.38,-11.88,-11.273334,-10.5,-13.0,-0.4285714299999999,2.0,19.4,21.349998,23.3,2.7577162,48.941177,83.22867999999998,93.77778,11.634416,100,5.676856,0.0,94.32314,0.0,10.665743,100.0,0,529.76925,1245.52,1.776,180.22212,-98.53,-98.79,-98.27,-11.795,-11.92,-11.67,7.132143,5.43,9.66,1.6666667,15.416667,60.416668,22.5
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,81716.03677221654,39.0,SUCCESS,37681.453,64.56,0.0,SUCCESS,99.17114,96.85715,823.9900919987059,91.93,0.0,0,29361.217,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.979,tracelist_4ab74ec2e00f4edb,-100.5,-96.16308,-92.31,-15.19,-12.77,-8.94,7.5,15.8434925,21.0,10.3,12.4,15.0,1.9013152,4.0,89.28516399999998,98.333336,13.63124,100,3.670473,21.615007,74.714516,0.0,12.995542,100.0,0,63.314168,151.584,1.104,29.361217,-116.72667,-117.62,-115.44,-12.706667,-13.16,-12.35,2.7389362,-0.78,6.96,69.25373,27.462685,3.2835822,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE 2CA,45404,201511.3350125945,21.0,SUCCESS,12041.027,25.19,22.92,SUCCESS,97.589066,116.85715,2064.896645415117,24.43,75.56999999999998,0,151996.47,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.397,tracelist_4ab74ec2e00f4edb,-99.38,-99.20571,-99.0,-18.06,-15.44,-13.5,13.0,15.072222,18.5,7.5,8.9,10.6,1.293574,6.0,81.63912999999998,93.818184,28.491722,100,5.6410255,28.20513,66.15385,0.0,12.415335,100.0,0,416.15588,901.968,3.472,151.99647,-98.996666,-99.1,-98.91,-13.13,-13.31,-12.91,4.656316,1.36,7.18,30.930931,12.312312,32.13213,24.624624
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE 2CA,45404,246153.8461538462,23.0,SUCCESS,9818.88,27.08,23.08,SUCCESS,160.25398,126.85715,1536.023293486041,15.38,76.92,0,193699.03,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.325,tracelist_4ab74ec2e00f4edb,-98.75,-98.75,-98.75,-11.19,-11.035,-10.88,8.0,10.944161,17.666666,0.0,0.0,0.0,0.0,47.333332,71.14422,89.0,12.978973,100,4.0935674,74.26900999999998,21.637426,0.0,5.617723,70.79917,0,593.8885,1081.552,3.472,193.69903,-92.505005,-92.71,-92.3,-10.275,-10.3,-10.25,26.155294,25.29,27.12,1.7699115,0.8849557599999999,54.867256,42.477875
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,168067.2268907563,29.0,SUCCESS,23014.438,63.66,63.45,SUCCESS,95.43818,96.85715,1761.006202033152,94.54,0.0,0,137319.56,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.4759999999999999,tracelist_4ab74ec2e00f4edb,-98.06,-97.561424,-97.31,-16.12,-15.748571,-15.0,4.0,5.296175,9.25,4.2,4.4333334,4.6,0.20816667,23.375,71.09571,97.333336,24.914366,100,7.154742,80.36606,12.479201,0.0,10.0748005,100.0,0,250.4372,467.216,1.104,137.31956,-105.75,-106.31,-105.14,-12.75,-13.06,-12.48,4.746,3.99,5.91,15.490534,84.16522999999998,0.34423408,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,228571.4285714286,24.0,SUCCESS,14300.16,29.71,24.29,SUCCESS,104.9796,106.85715,2177.293765373735,100.0,0.0,0,145287.84,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.35,tracelist_4ab74ec2e00f4edb,-84.25,-83.7175,-83.06,-8.44,-7.9225,-7.19,5.0,6.5038633,7.2727275,13.0,13.9,14.8,1.2727923,4.3333335,65.94602,93.666664,29.563665,100,5.3254437,0.0,94.67456,0.0,1.4745559,51.609455,0,635.6343,852.672,3.472,145.28784,-82.68,-83.37,-81.99,-10.79,-10.86,-10.72,15.673125,11.66,19.65,2.4691358,1.8518518,95.679016,0.0
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE 2CA,45404,194647.201946472,27.0,SUCCESS,4754.5303,28.47,16.55,SUCCESS,108.72437,121.714294,1790.281258437938,24.33,72.98999999999998,0,156494.08,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.4109999999999999,tracelist_4ab74ec2e00f4edb,-84.0,-82.13249999999998,-80.19,-16.25,-13.6325,-11.12,-4.9166665,-2.8017094,-0.15384616,-2.8,-0.9,2.9,2.2327113,2.0,75.876236,95.666664,29.099148,100,39.23077,40.76923,20.0,0.0,10.078893,100.0,0,448.21647,1147.008,1.104,156.49408,-83.37334,-84.5,-82.73,-10.746667,-10.79,-10.72,12.573158,7.2,16.83,1.5432099,21.91358,66.358025,10.185185
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE 3CA,45404,258064.5161290323,22.0,SUCCESS,9134.426,30.32,24.19,SUCCESS,230.64937,126.85715,1118.86070241177,0.0,64.52,0,200052.9,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.31,tracelist_4ab74ec2e00f4edb,-94.88,-94.625,-94.25,-12.56,-12.2475,-12.06,9.8,10.648218,11.692307,4.4,4.6000004,4.8,0.2828428,62.666668,87.54838599999998,98.15385,10.444129,100,43.975906,45.78313,10.240964,0.0,9.900557,100.0,0,674.0913,934.48,1.104,200.0529,-94.024994,-94.03,-94.02,-10.33,-10.34,-10.32,19.776875,17.64,21.36,0.9708738,0.0,97.08738,1.9417475
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR 2CA+LTE,45404,204081.6326530612,29.0,SUCCESS,2307.653,8.42,0.0,SUCCESS,96.08611,106.85715,2123.945205535547,25.51,38.27,0,161252.67,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.392,tracelist_4ab74ec2e00f4edb,-86.5,-86.33,-86.0,-11.81,-11.6075,-11.5,15.5,17.622223,19.2,0.0,0.0,0.0,0.0,24.8,51.530434,78.26086999999998,37.802547,100,26.785713,73.21429,0.0,0.0,3.7140265,62.34581,0,757.0185600000002,1049.28,2.256,161.25267,-80.985,-81.48,-80.48999999999998,-10.360001,-10.38,-10.34,31.001875,27.9,34.13,2.857143,0.5714285399999999,5.142857,91.42857
system_d45730682aca0612,operator_11,0,route_064,mobility_001,infrastructure_001,NR+LTE 2CA,45404,196078.431372549,29.0,SUCCESS,45463.727,63.48,28.43,SUCCESS,100.834885,96.85715,1944.549561122116,73.53,0.0,0,102235.12,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.4079999999999999,tracelist_4ab74ec2e00f4edb,-72.31,-71.80167,-71.25,-10.75,-10.146667,-9.62,-11.125,-9.546491,-6.6666665,18.2,19.2,20.7,1.3228756,27.47619,71.60501,95.666664,28.210262,100,0.60851926,0.0,99.39148,0.0,12.572451,100.0,0,518.1605999999999,803.28,1.856,102.23512,-100.955,-101.0,-100.91,-10.45,-10.46,-10.44,14.135715,13.58,14.65,1.1049724,0.0,45.856354,53.038673
system_d45730682aca0612,operator_11,0,route_065,mobility_001,infrastructure_005,NR+LTE 3CA,45404,146788.9908256881,20.0,SUCCESS,24912.133,52.48,62.75,SUCCESS,46.376812,40.0,3165.137586983945,73.39,0.0,0,25991.516,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.545,tracelist_4ab74ec2e00f4edb,-71.88,-71.724,-71.56,-9.75,-8.59,-6.88,6.375,9.699801,12.5,26.7,27.15,28.0,0.5802296999999998,2.6,75.803314,97.0,20.341478,100,0.0,18.045113,81.95489,0.0,4.6314034,67.29031,0,48.18155,54.296,0.4079999999999999,25.991516,-99.5075,-99.86,-99.21,-11.245,-11.27,-11.21,5.426429,4.17,7.16,0.6430867999999998,55.948555,43.40836,0.0
system_d45730682aca0612,operator_11,0,route_065,mobility_001,infrastructure_005,NR+LTE 4CA,45404,175438.5964912281,21.0,SUCCESS,43943.65,61.84,64.04,SUCCESS,70.17544,80.0,2499.999950000001,76.75,0.0,0,52451.35,client_ip_e797fed07a8284c9,server_ip_5271ca882e2322f3,0.456,tracelist_4ab74ec2e00f4edb,-86.12,-83.51,-81.12,-14.56,-12.148,-9.56,11.0,16.125,20.0,15.1,16.1,17.1,1.4142135,30.142857,87.85004999999998,97.333336,10.946575,100,0.5444645999999999,34.845734,64.6098,0.0,9.05745,100.0,0,93.42897,108.552,0.504,52.45135,-91.855,-93.05,-90.66,-10.85,-10.94,-10.76,13.311304,5.75,19.67,0.7067138,0.0,97.87986,1.4134276
system_d45730682aca0612,operator_11,0,route_065,mobility_001,infrastructure_005,NR+LTE 4CA,45404,178571.4285714286,23.0,SUCCESS,3366.5894,27.01,22.32,SUCCESS,122.82431,126.85715,1453.876912245048,78.13,0.0,0,147325.86,client_ip_e797fed07a8284c9,server_ip_36831ab38b617f02,0.448,tracelist_4ab74ec2e00f4edb,-97.12,-96.746666,-96.5,-15.56,-15.27,-14.81,13.333333,15.464477,19.2,1.4,1.9000001,2.4,0.7071068999999999,58.333332,81.000946,96.0,11.629639,100,37.068966,62.931038,0.0,0.0,5.7863665,46.596016,0,643.9218000000001,983.6,0.224,147.32586,-92.293335,-93.21,-91.13,-10.646667,-10.7,-10.62,14.6380005,10.56,18.84,2.7272727,0.9090909,96.36363,0.0
